canton,2012_1,2012_2,2012_3,2012_4,2012_5,2012_6,2012_7,2012_8,2012_9,2012_10,2012_11,2012_12,2012_13,2012_14,2012_15,2012_16,2012_17,2012_18,2012_19,2012_20,2012_21,2012_22,2012_23,2012_24,2012_25,2012_26,2012_27,2012_28,2012_29,2012_30,2012_31,2012_32,2012_33,2012_34,2012_35,2012_36,2012_37,2012_38,2012_39,2012_40,2012_41,2012_42,2012_43,2012_44,2012_45,2012_46,2012_47,2012_48,2012_49,2012_50,2012_51,2012_52,2013_1,2013_2,2013_3,2013_4,2013_5,2013_6,2013_7,2013_8,2013_9,2013_10,2013_11,2013_12,2013_13,2013_14,2013_15,2013_16,2013_17,2013_18,2013_19,2013_20,2013_21,2013_22,2013_23,2013_24,2013_25,2013_26,27_2013,28_2013,29_2013,30_2013,31_2013,32_2013,33_2013,2013_34,2013_35,36_2013,2013_37,2013_38,2013_39,2013_40,2013_41,2013_42,2013_43,2013_44,2013_45,2013_46,2013_47,2013_48,2013_49,2013_50,2013_51,2013_52,2014_1,2014_2,2014_3,2014_4,2014_5,2014_6,2014_7,2014_8,2014_9,2014_10,2014_11,2014_12,2014_13,2014_14,2014_15,2014_16,2014_17,2014_18,2014_19,2014_20,2014_21,2014_22,2014_23,2014_24,2014_25,2014_26,2014_27,2014_28,2014_29,2014_30,2014_31,2014_32,2014_33,2014_34,2014_35,2014_36,2014_37,2014_38,2014_39,2014_40,2014_41,42_2014,43_2014,2014_44,2014_45,2014_46,2014_47,2014_48,2014_49,2014_50,2014_51,2014_52,2015_1,2015_2,2015_3,2015_4,2015_5,2015_6,2015_7,2015_8,2015_9,2015_10,2015_11,12_2015,13_2015,14_2015,15_2015,16_2015,2015_17,2015_18,2015_19,2015_20,2015_21,2015_22,2015_23,2015_24,2015_25,2015_26,2015_27,2015_28,2015_29,2015_30,2015_31,2015_32,2015_33,2015_34,2015_35,2015_36,2015_37,2015_38,2015_39,40_2015,41_2015,42_2015,2015_43,2015_44,2015_45,2015_46,2015_47,2015_48,2015_49,2015_50,2015_51,2015_52,2016_1,2016_2,2016_3,2016_4,2016_5,2016_6,2016_7,2016_8,2016_9,2016_10,2016_11,2016_12,2016_13,2016_14,2016_15,2016_16,2016_17,2016_18,2016_19,2016_20,2016_21,2016_22,2016_23,2016_24,2016_25,2016_26,2016_27,2016_28,2016_29,2016_30,2016_31,2016_32,2016_33,34_2016,35_2016,2016_36,2016_37,38_2016,39_2016,40_2016,41_2016,42_2016,43_2016,44_2016,45_2016,46_2016,47_2016,48_2016,49_2016,50_2016,51_2016,52_2016
JU,Sadness,Anger,Anger,Anger,Anger,No Data,Anger,Anger,No Data,Anger,Trust,Anticipation,Anger,Anger,Disgust,Sadness,Sadness,Joy,Sadness,Sadness,Sadness,Joy,Anticipation,Sadness,Fear,Sadness,Joy,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Trust,No Data,Sadness,Sadness,Sadness,Joy,Sadness,Trust,Sadness,Sadness,Trust,Sadness,Joy,Trust,Anticipation,Sadness,Sadness,Sadness,Anticipation,Sadness,Sadness,Joy,Sadness,Sadness,Anticipation,Trust,Sadness,Sadness,Joy,Joy,Trust,Anticipation,Sadness,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Sadness,Trust,Anticipation,Sadness,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Sadness,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Trust,Trust,No Data,No Data,Anticipation,Anticipation,Fear,Joy,Anticipation,Anticipation,Fear,Trust,Joy,Trust,Fear,Trust,Trust,Trust,Sadness,Anticipation,Anticipation,Anticipation,Trust,Fear,No Data,No Data,No Data,No Data,No Data,Sadness,Fear,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,Trust,Trust,Joy,Joy,Anticipation,Joy,Trust,Trust,Trust,Anticipation,Anticipation,Anger,No Data,No Data,No Data,Trust,Trust,Anticipation,Fear,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Anticipation,Trust,Anticipation,Anger,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Trust,Joy,Trust,Anticipation,Trust,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,Trust,No Data,No Data,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
LU,Anticipation,Anger,Sadness,Anger,Anger,Anger,Anger,Sadness,Sadness,Anger,Joy,Sadness,Anticipation,Anticipation,Sadness,Joy,Trust,Anger,Trust,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Joy,Trust,Anger,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Trust,Joy,Joy,Joy,Joy,Joy,Joy,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Joy,Joy,Trust,Joy,Joy,Joy,Joy,Anticipation,Trust,Joy,Joy,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Joy,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Anticipation,Joy,Joy,Joy,Trust,Joy,Trust,Joy,Joy,Anticipation,Anticipation,Joy,Joy,Joy,No Data,No Data,Joy,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Sadness,No Data,No Data,No Data,No Data,No Data,Trust,Joy,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Trust,Joy,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,Joy,Joy,Anticipation,Joy,Joy,Anticipation,No Data,No Data,No Data,Joy,Trust,Trust,Joy,Joy,Anticipation,Joy,Trust,Joy,Joy,Trust,Joy,Trust,Trust,Anticipation,Joy,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,No Data,No Data,Joy,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
NE,Trust,Anticipation,Trust,Trust,Trust,Joy,Joy,Anticipation,Fear,Trust,Surprise,Fear,Joy,Sadness,Anticipation,Trust,Anticipation,Anticipation,Joy,Trust,Trust,Trust,Anticipation,Trust,Joy,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Sadness,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Sadness,No Data,No Data,No Data,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Joy,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Sadness,Joy,Trust,Trust,Anticipation,Anticipation,No Data,No Data,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Joy,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,Trust,Joy,Sadness,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,No Data,No Data,No Data,Trust,Anticipation,Trust,Sadness,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Sadness,Sadness,Sadness,Anticipation,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,No Data,No Data,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
NW,Joy,No Data,Anger,Anger,Trust,Anger,Anger,Anticipation,Anger,No Data,No Data,Surprise,Anger,Anger,Anger,Joy,Joy,Joy,Trust,Joy,Joy,Anticipation,Anticipation,Joy,Anticipation,Trust,Trust,Joy,Anticipation,Joy,Joy,Trust,Joy,Joy,Anticipation,Joy,No Data,Trust,Anticipation,Sadness,Anticipation,Joy,Trust,Joy,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Anticipation,Fear,Fear,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Anticipation,Anticipation,Joy,Joy,Anticipation,Anticipation,Joy,Trust,Joy,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Joy,Trust,Trust,Trust,Joy,Trust,Joy,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Trust,Trust,Joy,Trust,Anticipation,Joy,Joy,Anticipation,Joy,Trust,Trust,Joy,Joy,Joy,Joy,Joy,Joy,No Data,No Data,Joy,Joy,Anticipation,Anticipation,Surprise,Anticipation,Joy,Anticipation,Joy,Fear,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Anger,Anticipation,Joy,No Data,No Data,No Data,No Data,No Data,Trust,Anticipation,Joy,Joy,Anticipation,Anticipation,Anticipation,Joy,Trust,Joy,Anticipation,Anticipation,Joy,Anticipation,Joy,Trust,Joy,Joy,Trust,Anticipation,Joy,Anticipation,Anticipation,No Data,No Data,No Data,Joy,Anticipation,Trust,Joy,Trust,Joy,Joy,Joy,Joy,Joy,Sadness,Anticipation,Trust,Trust,Trust,Joy,Joy,Joy,Trust,Trust,Joy,Trust,Joy,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Joy,Anticipation,No Data,No Data,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
OW,Anticipation,Anger,Anger,Anger,Surprise,Anger,Joy,Anger,Anger,Anger,No Data,Sadness,Anger,Anger,Anger,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Sadness,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Anticipation,Anger,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,No Data,Anticipation,Anticipation,Joy,Trust,Sadness,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Joy,Trust,Joy,Joy,Anticipation,Anticipation,Trust,Trust,Joy,Anticipation,Trust,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Anticipation,Trust,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Trust,Joy,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Trust,Joy,Trust,Trust,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Joy,No Data,No Data,Joy,Joy,Joy,Trust,Joy,Anticipation,Trust,Anticipation,Joy,Joy,Trust,Trust,Anticipation,Trust,Sadness,Anticipation,Trust,Anticipation,Trust,Trust,No Data,No Data,No Data,No Data,No Data,Trust,Trust,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Anticipation,Joy,Fear,No Data,No Data,No Data,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Trust,Joy,Trust,Trust,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Joy,Joy,Trust,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Trust,No Data,No Data,Anticipation,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SG,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Trust,Surprise,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Anticipation,Joy,Trust,Sadness,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Trust,Anticipation,Anger,Joy,Trust,Anticipation,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Joy,Joy,Anticipation,Joy,Trust,Joy,Joy,Joy,Trust,Joy,Anticipation,Joy,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Joy,Joy,Anticipation,Trust,Joy,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Trust,Anticipation,Joy,Trust,Joy,Trust,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Trust,Joy,Joy,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Trust,Trust,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,No Data,No Data,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Joy,Sadness,Joy,Anticipation,Anticipation,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,Anticipation,Trust,Trust,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Joy,Trust,Anticipation,Trust,Trust,Trust,Joy,Trust,Trust,No Data,No Data,No Data,Anticipation,Trust,Trust,Trust,Joy,Trust,Trust,Anticipation,Anticipation,Joy,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Joy,Joy,Joy,Trust,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Joy,Trust,No Data,No Data,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SH,Anticipation,Anger,Anticipation,Trust,Anger,Anger,Anger,Anger,No Data,Anticipation,Anger,Anger,No Data,Anger,Trust,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Trust,Joy,Trust,Joy,Surprise,No Data,Joy,Sadness,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Trust,Joy,Anticipation,Trust,Trust,Trust,Joy,Trust,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Anticipation,Trust,Anticipation,Sadness,Joy,Trust,Anticipation,Trust,Trust,Joy,Trust,Anticipation,Anticipation,Trust,Sadness,Trust,Trust,Joy,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Joy,Trust,Trust,Sadness,Joy,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Anticipation,Trust,Anticipation,Joy,Joy,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Joy,Anticipation,Anticipation,Trust,Joy,Trust,Anticipation,Trust,Joy,Joy,Anger,No Data,No Data,Anticipation,Trust,Trust,Trust,Trust,Trust,Fear,Trust,Anticipation,Anticipation,Joy,Joy,Anticipation,Joy,Anticipation,Trust,Trust,Anticipation,Anticipation,Anger,No Data,No Data,No Data,No Data,No Data,Joy,Joy,Trust,Trust,Anticipation,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Joy,Anticipation,Joy,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Trust,No Data,No Data,No Data,Joy,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Joy,Trust,Trust,Trust,Joy,Joy,Trust,Fear,Trust,Trust,Anticipation,Anticipation,Joy,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Trust,Trust,Sadness,Anticipation,Anticipation,Trust,Joy,Trust,Trust,Joy,Joy,Trust,Trust,Trust,Anticipation,No Data,No Data,Trust,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SO,Anticipation,Anticipation,Trust,Anticipation,Anger,Anticipation,Trust,Sadness,Anger,Sadness,Sadness,Trust,Trust,Joy,Anger,Trust,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Joy,Trust,Trust,Anticipation,Trust,Joy,Anger,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Trust,Anticipation,Anticipation,Trust,Anticipation,Trust,Anticipation,Trust,Joy,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Trust,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Joy,Anticipation,Trust,Trust,Anticipation,Joy,Trust,Trust,Anticipation,Trust,Joy,Trust,Trust,Anticipation,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Joy,Anticipation,Anticipation,Trust,Anticipation,Trust,Joy,Joy,Anticipation,Trust,Trust,Trust,Joy,Joy,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Anticipation,Joy,Anticipation,No Data,No Data,Anticipation,Joy,Joy,Trust,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Trust,Trust,Joy,Anticipation,Fear,Anticipation,Trust,Anticipation,Trust,Joy,No Data,No Data,No Data,No Data,No Data,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Joy,Trust,Anticipation,Trust,Anticipation,Trust,Joy,Joy,Anticipation,Joy,Trust,Anticipation,Trust,Joy,No Data,No Data,No Data,Joy,Trust,Trust,Anticipation,Joy,Trust,Anticipation,Anticipation,Anticipation,Joy,Anticipation,Trust,Trust,Joy,Trust,Joy,Trust,Trust,Joy,Trust,Anticipation,Trust,Joy,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Trust,Trust,Joy,Anticipation,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Joy,Anticipation,Trust,No Data,No Data,Trust,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
SZ,Joy,Fear,Joy,Joy,Anger,Anger,Anticipation,Anger,Anticipation,Trust,Anticipation,Anger,Joy,Anticipation,Anticipation,Surprise,Sadness,Trust,Trust,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Joy,Anticipation,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Trust,Joy,Anticipation,No Data,Anticipation,Trust,Joy,Anticipation,Anticipation,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Joy,Trust,Joy,Trust,Joy,Joy,Joy,Joy,Joy,Joy,Anticipation,Trust,Trust,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Trust,Anticipation,Anticipation,Trust,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Trust,Anticipation,Fear,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Joy,Anticipation,Joy,Joy,Joy,Anticipation,Joy,Anticipation,No Data,No Data,Trust,Anticipation,Anticipation,Joy,Joy,Anticipation,Joy,Anticipation,Joy,Trust,Trust,Joy,Anticipation,Anticipation,Trust,Joy,Joy,Anticipation,Joy,Sadness,No Data,No Data,No Data,No Data,No Data,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Joy,Trust,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Trust,Trust,Joy,Joy,Anticipation,No Data,No Data,No Data,Joy,Anticipation,Trust,Anticipation,Trust,Joy,Joy,Joy,Anticipation,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Trust,Trust,Joy,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Anticipation,Joy,Joy,Trust,Anticipation,Trust,Sadness,Anticipation,Joy,Anticipation,Trust,Anticipation,Trust,Trust,Anticipation,Trust,Anticipation,Trust,Anticipation,No Data,No Data,Anticipation,Anticipation,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
TG,Joy,Trust,Trust,Joy,Anger,Anticipation,Anticipation,Anticipation,Fear,Fear,Anger,Disgust,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Trust,Joy,Anticipation,Anticipation,Trust,Anticipation,Joy,Joy,No Data,Anticipation,Joy,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,Trust,Trust,Joy,Joy,Joy,Joy,Trust,Sadness,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,Trust,Joy,Joy,Joy,Anticipation,Anticipation,Joy,Joy,Anticipation,Trust,Joy,Joy,Joy,Joy,Trust,Joy,Joy,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,Joy,Joy,Joy,Joy,Trust,Anticipation,Joy,Trust,Joy,Joy,Trust,Joy,Trust,Trust,Joy,Anticipation,Joy,Trust,Trust,Trust,Trust,Trust,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Anticipation,Trust,Trust,Trust,Trust,Trust,Trust,Anticipation,Anticipation,Anticipation,Trust,Anticipation,Joy,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Trust,Trust,Joy,Trust,Joy,Joy,Trust,No Data,No Data,Joy,Anticipation,Joy,Surprise,Joy,Anticipation,Anticipation,Joy,Anticipation,Joy,Joy,Joy,Trust,Joy,Trust,Joy,Trust,Joy,Anticipation,Surprise,No Data,No Data,No Data,No Data,No Data,Joy,Joy,Joy,Joy,Joy,Anticipation,Anticipation,Trust,Trust,Trust,Trust,Joy,Anticipation,Trust,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Trust,No Data,No Data,No Data,Joy,Anticipation,Anticipation,Joy,Anticipation,Anticipation,Anticipation,Anticipation,Anticipation,Joy,Joy,Trust,Trust,Joy,Trust,Trust,Trust,Trust,Trust,Trust,Trust,Joy,Joy,Joy,Joy,Joy,Joy,Joy,Trust,Joy,Surprise,Anticipation,Anticipation,Joy,Joy,Joy,Joy,Anticipation,Joy,Joy,Joy,Joy,Joy,No Data,No Data,Anticipation,Surprise,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data,No Data
